LaneID,MeshID,Seq_num,Latitude,Longitude,outCurvature,outRoll,outPitch,outAzimuth,Offset
1754841726,20133546,1,30.21963773,120.23443721,-0.000269441388588,1.607333000000000,-0.286508812775726,88.037587,0.00
1754841726,20133546,2,30.21963869,120.23446965,-0.002462653671359,1.584105000000000,-0.287459440677937,87.150544,3.12
1754841726,20133546,3,30.21964215,120.23455005,0.000000079173499,1.660912000000000,-0.274369101901064,87.150585,10.86
1754841726,20133546,4,30.21964561,120.23463044,-0.000224181699749,1.585597000000000,-0.277167581394918,87.033920,18.59
1754841726,20133546,5,30.21964931,120.23471299,0.000000078867930,1.688713000000000,-0.290780250349435,87.033961,26.54
1754841726,20133546,6,30.21965300,120.23479554,0.000000079107085,1.782590000000000,-0.300480785503323,87.034003,34.48
1754841726,20133546,7,30.21965670,120.23487809,-0.000293384670989,1.822376000000000,-0.289158020077309,86.892649,42.43
1754841726,20133546,8,30.21965990,120.23494642,-0.000184806069977,1.868072000000000,-0.259394821374443,86.814925,49.00
1754841726,20133546,9,30.21966295,120.23500978,-0.000000000152431,1.791928000000000,-0.212566779147780,86.814925,55.10
1204164446,20133546,1,30.21960327,120.23443854,-0.000239516322646,1.607333000000000,-0.298787945280188,87.929882,0.00
1204164446,20133546,2,30.21960428,120.23447094,-0.002192939008304,1.584105000000000,-0.300189516711182,87.187924,3.12
1204164446,20133546,3,30.21960740,120.23454452,0.000000079080130,1.660912000000000,-0.291142812890517,87.187961,10.20
1204164446,20133546,4,30.21961053,120.23461811,-0.000438245579532,1.585597000000000,-0.292378745679160,86.969200,17.28
1204164446,20133546,5,30.21961431,120.23470087,0.000000078903137,1.688713000000000,-0.296469551430155,86.969242,25.24
1204164446,20133546,6,30.21961810,120.23478363,0.000000079204864,1.769101000000000,-0.298428606424685,86.969284,33.21
1204164446,20133546,7,30.21962189,120.23486639,0.000000078920249,1.822376000000000,-0.286374212086416,86.969326,41.17
1204164446,20133546,8,30.21962567,120.23494915,-0.000231549528572,1.868072000000000,-0.260331496484676,86.865323,49.14
1204164446,20133546,9,30.21962841,120.23500704,0.000000150406728,1.791928000000000,-0.232998736349779,86.865353,54.71
1204164446,20133546,10,30.21962860,120.23501101,-0.000000002456577,1.791928000000000,-0.229700666610094,86.865353,55.09
1171641833,20133546,1,30.21956900,120.23443986,-0.000107478991080,1.527563000000000,-0.311688472551906,87.813440,0.00
1171641833,20133546,2,30.21956986,120.23446606,-0.002005655612756,1.607458000000000,-0.313324603581865,87.166168,2.52
1171641833,20133546,3,30.21957307,120.23454097,0.000000079121493,1.523133000000000,-0.299490358128004,87.166206,9.73
1171641833,20133546,4,30.21957627,120.23461588,-0.000314455431700,1.430639000000000,-0.305443213794302,87.015573,16.94
1171641833,20133546,5,30.21957966,120.23469098,0.000000079019645,1.484226000000000,-0.307325468553856,87.015611,24.17
1171641833,20133546,6,30.21958304,120.23476609,-0.000189456292984,1.619820000000000,-0.303543599037929,86.925292,31.39
1171641833,20133546,7,30.21958648,120.23484026,0.000000078798520,1.602793000000000,-0.288429048899618,86.925329,38.53
1171641833,20133546,8,30.21958992,120.23491443,0.000000079233863,1.521906000000000,-0.270675036411124,86.925367,45.67
1171641833,20133546,9,30.21959337,120.23498861,0.000000119693591,1.640147000000000,-0.254514771464257,86.925404,52.81
1171641833,20133546,10,30.21959446,120.23501223,-0.000000000094112,1.540772000000000,-0.251095347617681,86.925404,55.08
332664693,20133546,1,30.22321436,120.25234193,-0.000000003155516,1.265023000000000,0.290313366170855,68.576442,0.00
332664693,20133546,2,30.22323210,120.25239426,0.000204476214713,1.287467000000000,0.267352095531837,68.644930,5.40
332664693,20133546,3,30.22324748,120.25243977,0.000000070259198,1.276655000000000,0.319312434164956,68.644952,10.10
332664693,20133546,4,30.22326285,120.25248527,-0.000622422711976,1.290587000000000,0.358522793218086,68.443724,14.79
332664693,20133546,5,30.22327954,120.25253417,0.000570645992574,1.172406000000000,0.346299865547792,68.629476,19.85
332664693,20133546,6,30.22329511,120.25258021,0.000000072341271,1.357612000000000,0.275697992881306,68.629499,24.60
332664693,20133546,7,30.22331068,120.25262625,-0.000302519037473,1.436242000000000,0.206783557493416,68.509974,29.35
332664693,20133546,8,30.22333424,120.25269553,0.000000072084099,1.405747000000000,0.137170695119193,68.510009,36.51
332664693,20133546,9,30.22335781,120.25276480,0.000527729935959,1.333114000000000,0.185232782306542,68.773923,43.66
332664693,20133546,10,30.22338357,120.25284156,-0.000482315754814,1.150018000000000,0.281018999390562,68.569329,51.57
332664693,20133546,11,30.22339958,120.25288875,0.000000073000554,1.170968000000000,0.307505871065742,68.569353,56.45
332664693,20133546,12,30.22341558,120.25293594,-0.000808710265767,1.156092000000000,0.315066264577738,68.316107,61.32
332664693,20133546,13,30.22343075,120.25298008,0.000650017458431,1.223494000000000,0.284073169013035,68.497939,65.88
332664693,20133546,14,30.22344349,120.25301752,0.000429101683890,1.155306000000000,0.271415343142746,68.645389,69.75
332664693,20133546,15,30.22346472,120.25308035,0.000000071554256,1.137708000000000,0.250920591400540,68.645420,76.24
332664693,20133546,16,30.22348594,120.25314318,0.000000071935451,1.216814000000000,0.248050567809703,68.645451,82.72
332664693,20133546,17,30.22350717,120.25320601,-0.000226029087330,1.316282000000000,0.255671167987662,68.562017,89.20
332664693,20133546,18,30.22352242,120.25325097,0.000000072196232,1.369182000000000,0.254927580890042,68.562039,93.84
332664693,20133546,19,30.22353768,120.25329593,0.000227085178384,1.448005000000000,0.249781459951991,68.630369,98.49
332664693,20133546,20,30.22355216,120.25333878,0.000000072691957,1.377697000000000,0.241950928356945,68.630390,102.91
332664693,20133546,21,30.22356665,120.25338162,-0.000365915218966,1.314914000000000,0.233558231085453,68.504076,107.33
332664693,20133546,22,30.22358636,120.25343954,0.000000072632565,1.366669000000000,0.241438486655301,68.504105,113.31
332664693,20133546,23,30.22360607,120.25349747,0.000000083979024,1.370206000000000,0.263915907560425,68.504134,119.30
332664693,20133546,24,30.22362030,120.25353928,-0.000000008299494,1.389171000000000,0.295592566972274,68.504134,123.61
1922327300,20133546,1,30.22318209,120.25235510,-0.000000012202894,1.456969000000000,0.268796769640720,68.635340,0.00
1922327300,20133546,2,30.22320100,120.25241104,-0.000449917401344,1.287467000000000,0.261250847540521,68.469809,5.77
1922327300,20133546,3,30.22321854,120.25246250,0.001302769563896,1.379762000000000,0.337110127892092,68.867449,11.09
1922327300,20133546,4,30.22323112,120.25250016,-0.000567250218021,1.352848000000000,0.367710323223105,68.646288,14.97
1922327300,20133546,5,30.22325688,120.25257641,-0.000701398775995,1.254357000000000,0.283900192199760,68.321905,22.84
1922327300,20133546,6,30.22327705,120.25263513,0.000649673117786,1.436242000000000,0.206976853885390,68.613329,28.91
1922327300,20133546,7,30.22330145,120.25270723,0.000000071861453,1.405747000000000,0.149573654440647,68.613364,36.35
1922327300,20133546,8,30.22332585,120.25277933,-0.000343537170639,1.341913000000000,0.225859974660785,68.475508,43.79
1922327300,20133546,9,30.22334119,120.25282436,0.000000071501374,1.322886000000000,0.283935731078442,68.475530,48.45
1922327300,20133546,10,30.22335653,120.25286939,0.000581389699757,1.210239000000000,0.292603057145481,68.645725,53.10
1922327300,20133546,11,30.22337020,120.25290984,0.000000073371791,1.170968000000000,0.358310078935518,68.645745,57.27
1922327300,20133546,12,30.22338387,120.25295030,-0.000149217784514,1.208290000000000,0.369956057986966,68.591270,61.45
1922327300,20133546,13,30.22340629,120.25301648,0.000000072201035,1.170756000000000,0.357091654370506,68.591302,68.28
1922327300,20133546,14,30.22342871,120.25308266,0.000000071840897,1.137708000000000,0.306252552959036,68.591335,75.11
1922327300,20133546,15,30.22345113,120.25314884,0.000318693033561,1.171135000000000,0.238372484383398,68.741492,81.94
1922327300,20133546,16,30.22347515,120.25322028,-0.000479818268203,1.316282000000000,0.241915823754000,68.509222,89.31
1922327300,20133546,17,30.22349893,120.25329019,0.000000071791879,1.473901000000000,0.247452607256213,68.509256,96.53
1922327300,20133546,18,30.22352272,120.25336010,0.000000071636226,1.377697000000000,0.249219370552932,68.509290,103.75
1922327300,20133546,19,30.22354650,120.25343002,0.000000071604629,1.372789000000000,0.249213435932293,68.509325,110.97
1922327300,20133546,20,30.22357028,120.25349993,0.000000085949015,69.942319999999995,0.248620896300967,68.509360,118.20
1922327300,20133546,21,30.22358752,120.25355059,-0.000000012797319,1.389171000000000,0.247934595817360,68.509360,123.43
597737249,20133546,1,30.22314958,120.25236777,-0.003918433412038,1.456969000000000,0.203308881503030,68.379907,0.00
597737249,20133546,2,30.22316407,120.25241008,0.002496356008696,1.416690000000000,0.202912167090195,69.132465,4.37
597737249,20133546,3,30.22317917,120.25245593,-0.000729586966863,1.457492000000000,0.294971078842100,68.918429,9.09
597737249,20133546,4,30.22319249,120.25249590,-0.000922673055229,1.479373000000000,0.390535057266084,68.666154,13.21
597737249,20133546,5,30.22320599,120.25253591,0.000000072508114,1.401561000000000,0.462599178112344,68.666174,17.34
597737249,20133546,6,30.22321949,120.25257592,-0.001002121480117,1.279231000000000,0.375971387043826,68.477266,21.46
597737249,20133546,7,30.22322464,120.25259104,-0.001519755784327,1.254357000000000,0.355483467791195,68.169475,23.03
597737249,20133546,8,30.22323980,120.25263482,0.001390536958778,1.372842000000000,0.188853336793106,68.451158,27.56
597737249,20133546,9,30.22324499,120.25265004,0.001320684435399,1.517983000000000,0.161170416172943,68.796224,29.13
597737249,20133546,10,30.22326548,120.25271115,-0.000458784903633,1.456345000000000,0.133027041080306,68.618684,35.43
597737249,20133546,11,30.22328306,120.25276312,0.000000073002965,1.235655000000000,0.187151311447394,68.618710,40.79
597737249,20133546,12,30.22330064,120.25281508,0.000000070744378,1.365802000000000,0.251096233265998,68.618736,46.16
597737249,20133546,13,30.22331822,120.25286705,-0.000212308938786,1.236990000000000,0.293744120851567,68.546887,51.52
597737249,20133546,14,30.22333412,120.25291390,0.000000070237764,1.189826000000000,0.303244268916517,68.546910,56.36
597737249,20133546,15,30.22335003,120.25296074,-0.000187637949953,1.173732000000000,0.358844492975090,68.467526,61.20
597737249,20133546,16,30.22337613,120.25303731,0.000433563107684,1.256796000000000,0.443512664028489,68.690843,69.11
597737249,20133546,17,30.22340101,120.25311111,0.000000072349839,1.231039000000000,0.407224529442070,68.690880,76.72
597737249,20133546,18,30.22342588,120.25318492,0.000000071414391,1.314996000000000,0.325558440187620,68.690916,84.33
597737249,20133546,19,30.22345076,120.25325872,-0.000364656571480,1.386413000000000,0.203687934683385,68.510273,91.95
597737249,20133546,20,30.22347485,120.25332955,0.000000071548925,1.474978000000000,0.201039539984235,68.510307,99.26
597737249,20133546,21,30.22349895,120.25340038,0.000000072373393,1.426677000000000,0.201686878473117,68.510342,106.58
597737249,20133546,22,30.22352304,120.25347121,0.000000070980231,1.457333000000000,0.282521575207575,68.510377,113.89
597737249,20133546,23,30.22354714,120.25354203,-0.006179231317725,1.446448000000000,0.521239908503336,66.582439,121.21
597737249,20133546,24,30.22355459,120.25356195,-0.000000231235031,1.565121000000000,1.351651614242584,66.582439,123.30
2458677671,20133546,1,30.22399398,120.25475162,0.000000007999786,1.433230000000000,0.010913265054657,68.207132,0.00
2458677671,20133546,2,30.22401692,120.25481802,0.000000072519010,1.522480000000000,0.020238171874398,68.207165,6.87
2458677671,20133546,3,30.22403986,120.25488442,0.001529426319317,1.407216000000000,0.054242076135639,68.850315,13.75
2458677671,20133546,4,30.22405866,120.25494068,0.000000071341149,1.375591000000000,0.075811858031948,68.850343,19.54
2458677671,20133546,5,30.22407747,120.25499693,0.000000073102002,1.342266000000000,0.067803516966840,68.850371,25.34
2458677671,20133546,6,30.22409627,120.25505318,-0.000998752524355,1.436078000000000,0.037892321007135,68.395356,31.14
2458677671,20133546,7,30.22412253,120.25512992,0.000000072418299,1.394270000000000,-0.001659062148978,68.395394,39.07
2458677671,20133546,8,30.22414879,120.25520666,0.000292421542319,1.563607000000000,-0.008051450764895,68.526963,47.00
2458677671,20133546,9,30.22416730,120.25526112,0.000000073435968,1.519557000000000,-0.015877899831116,68.526990,52.62
2458677671,20133546,10,30.22418581,120.25531558,0.000236620000658,1.541588000000000,-0.029427089990182,68.613610,58.25
2458677671,20133546,11,30.22420353,120.25536796,0.000000075159154,1.688416000000000,-0.049445437326357,68.613637,63.66
2458677671,20133546,12,30.22422126,120.25542034,0.000000070064298,1.601823000000000,-0.054823222252996,68.613662,69.06
2458677671,20133546,13,30.22423898,120.25547272,-0.000331965872001,1.572674000000000,-0.044563663808644,68.478975,74.47
2458677671,20133546,14,30.22426147,120.25553872,0.000000073154347,1.561683000000000,-0.043041990005970,68.479008,81.29
2458677671,20133546,15,30.22428396,120.25560472,0.000588885352304,1.554335000000000,-0.064208815743133,68.718401,88.10
2458677671,20133546,16,30.22430168,120.25565738,0.000000071318123,1.565058000000000,-0.084568539218200,68.718427,93.54
2458677671,20133546,17,30.22431941,120.25571004,0.000000072410784,1.390751000000000,-0.098000649553471,68.718453,98.97
2458677671,20133546,18,30.22433713,120.25576270,-0.000587253794346,1.418756000000000,-0.094290145827982,68.506544,104.40
2458677671,20133546,19,30.22435507,120.25581544,0.000000074855013,1.282446000000000,-0.091194276386367,68.506571,109.85
2458677671,20133546,20,30.22437301,120.25586817,0.000000067880486,1.276698000000000,-0.127206401373629,68.506595,115.29
2458677671,20133546,21,30.22439096,120.25592090,0.000130888667033,1.344273000000000,-0.174010124585515,68.561816,120.74
2458677671,20133546,22,30.22441484,120.25599130,0.000000071694231,1.387215000000000,-0.207291074956358,68.561850,128.01
2458677671,20133546,23,30.22443873,120.25606169,0.000146519909487,1.400309000000000,-0.167786509054783,68.627195,135.28
2458677671,20133546,24,30.22445896,120.25612154,0.000000071749663,1.430045000000000,-0.144275521538815,68.627225,141.45
2458677671,20133546,25,30.22447920,120.25618138,-0.000123848121828,1.509387000000000,-0.150820729344583,68.577908,147.63
2458677671,20133546,26,30.22449833,120.25623782,0.000000068616821,1.563834000000000,-0.195170437506180,68.577934,153.46
2458677671,20133546,27,30.22451747,120.25629427,0.000000074788006,1.258125000000000,-0.171676149215088,68.577963,159.28
2458677671,20133546,28,30.22453661,120.25635072,0.001507039417755,1.354211000000000,-0.397283799446885,69.010183,165.11
2458677671,20133546,29,30.22454565,120.25637801,-0.011578612911955,1.224473000000000,-1.601869283177364,67.528189,167.92
2458677671,20133546,30,30.22454931,120.25638825,-0.001310904108583,1.347090000000000,-3.181416425191057,67.528189,168.98
104911918,20133546,1,30.22362030,120.25353928,-0.000000008299494,1.389171000000000,0.268124925888671,68.504132,0.00
104911918,20133546,2,30.22362578,120.25355539,0.000422527893276,1.415010000000000,0.268050557893552,68.627918,1.66
104911918,20133546,3,30.22364924,120.25362476,0.000000072171885,1.199880000000000,0.244100716957019,68.627953,8.82
104911918,20133546,4,30.22367269,120.25369413,0.000000070864452,1.202845000000000,0.247472489818383,68.627986,15.98
104911918,20133546,5,30.22369615,120.25376349,-0.000158385460988,1.164989000000000,0.257873404512231,68.551916,23.14
104911918,20133546,6,30.22372020,120.25383436,0.000000071176079,1.291791000000000,0.270568811132591,68.551951,30.46
104911918,20133546,7,30.22374426,120.25390522,0.000000071563305,1.227811000000000,0.271322981222704,68.551985,37.78
104911918,20133546,8,30.22376832,120.25397608,0.000158832447294,1.266598000000000,0.262256790365364,68.620318,45.09
104911918,20133546,9,30.22378683,120.25403081,0.000000072809359,1.274040000000000,0.258078154387797,68.620346,50.74
104911918,20133546,10,30.22380534,120.25408553,0.000000071009641,1.279213000000000,0.261532310726853,68.620372,56.39
104911918,20133546,11,30.22382385,120.25414026,-0.000228909012841,1.313633000000000,0.274699557626052,68.544074,62.04
104911918,20133546,12,30.22383832,120.25418288,0.000000071488987,1.314981000000000,0.269334537379409,68.544095,66.44
104911918,20133546,13,30.22385280,120.25422549,0.000381455609419,1.313829000000000,0.258993871699894,68.658960,70.84
104911918,20133546,14,30.22386808,120.25427077,0.000000071591356,1.299914000000000,0.218356212798000,68.658982,75.51
104911918,20133546,15,30.22388337,120.25431606,0.000679890408513,1.323616000000000,0.146794974704342,68.842625,80.18
104911918,20133546,16,30.22389465,120.25434977,-0.001122823304266,1.498587000000000,0.105420004123191,68.451250,83.66
104911918,20133546,17,30.22391784,120.25441776,0.000957684661582,1.324136000000000,0.063622279454941,68.811834,90.68
104911918,20133546,18,30.22393188,120.25445966,-0.001075531791925,1.359814000000000,0.122417349229722,68.573509,95.00
104911918,20133546,19,30.22393964,120.25448254,-0.000277876647645,1.413236000000000,0.148726338698745,68.492085,97.36
104911918,20133546,20,30.22396096,120.25454517,0.000000071745298,1.444241000000000,0.192466683035056,68.492116,103.83
104911918,20133546,21,30.22398229,120.25460781,0.000504481324862,1.464105000000000,0.148625466876184,68.696814,110.30
104911918,20133546,22,30.22400110,120.25466364,0.000000070939324,1.579735000000000,0.089175957777582,68.696841,116.06
104911918,20133546,23,30.22401991,120.25471947,-0.001355059571535,1.457676000000000,0.043243283870951,68.346560,121.82
104911918,20133546,24,30.22402668,120.25473920,0.000000011891306,1.433230000000000,0.025597071696050,68.346560,123.86
121628440,20133551,1,30.21836280,120.32209078,-0.005117446456241,1.374538000000000,0.330911950405672,277.678176,0.00
121628440,20133551,2,30.21836872,120.32203991,-0.001918513943905,1.437978000000000,0.260306615119871,277.059265,4.93
121628440,20133551,3,30.21837401,120.32199049,0.001297707108122,1.468443000000000,0.278095051517815,277.524346,9.72
121628440,20133551,4,30.21838110,120.32192838,-0.000361018805792,1.364594000000000,0.170489312164538,277.363190,15.74
121628440,20133551,5,30.21838966,120.32185174,-0.000000079536487,1.293135000000000,0.178612278910300,277.363151,23.17
121628440,20133551,6,30.21839822,120.32177510,-0.000000079512296,1.776833000000000,0.177878497172455,277.363112,30.60
121628440,20133551,7,30.21840678,120.32169846,0.000410983367239,1.551024000000000,0.178191186669862,277.551584,38.02
121628440,20133551,8,30.21841433,120.32163253,-0.000000079270506,1.204851000000000,0.152597535007967,277.551550,44.42
121628440,20133551,9,30.21842188,120.32156660,-0.000230376937106,1.834602000000000,0.126967416520678,277.461452,50.81
121628440,20133551,10,30.21842818,120.32151094,-0.000000079772631,1.579541000000000,0.118939817635874,277.461424,56.20
121628440,20133551,11,30.21843448,120.32145528,-0.000000078961700,1.012362000000000,0.113668739369846,277.461395,61.60
121628440,20133551,12,30.21844078,120.32139962,0.000847829878772,1.586379000000000,0.129577110765136,277.768610,66.99
121628440,20133551,13,30.21844749,120.32134265,-0.000515016465787,1.677042000000000,0.157412587573702,277.608576,72.52
121628440,20133551,14,30.21845206,120.32130309,0.007037702478367,1.770502000000000,0.170364553685798,277.608576,76.36
908889082,20133546,1,30.22358752,120.25355059,-0.000000012797319,1.389171000000000,0.244072294921107,68.509357,0.00
908889082,20133546,2,30.22359407,120.25356985,0.000450616822944,1.415010000000000,0.244445271228651,68.645971,1.99
908889082,20133546,3,30.22361746,120.25363908,0.000000070984571,1.251483000000000,0.240826227341619,68.646004,9.13
908889082,20133546,4,30.22364085,120.25370832,0.000000072367847,1.202845000000000,0.250317308102259,68.646039,16.28
908889082,20133546,5,30.22366424,120.25377755,-0.000191041379511,1.219704000000000,0.260632025766224,68.553542,23.42
908889082,20133546,6,30.22368872,120.25384969,0.000000071696610,1.388766000000000,0.267360491475860,68.553577,30.87
908889082,20133546,7,30.22371321,120.25392182,0.000000072106247,1.346404000000000,0.267478174668443,68.553613,38.32
908889082,20133546,8,30.22373769,120.25399395,0.000000071665798,1.390640000000000,0.263146076894991,68.553648,45.77
908889082,20133546,9,30.22376218,120.25406609,0.000064375211021,1.278595000000000,0.264258733296821,68.584122,53.22
908889082,20133546,10,30.22378457,120.25413216,0.000000070926644,1.281421000000000,0.266436881996286,68.584155,60.04
908889082,20133546,11,30.22380696,120.25419822,0.000000072625226,1.314981000000000,0.265760452540541,68.584187,66.86
908889082,20133546,12,30.22382935,120.25426429,0.000000072225581,1.492677000000000,0.216443143544477,68.584220,73.68
908889082,20133546,13,30.22385174,120.25433036,0.000219060070028,1.517124000000000,0.150616578027479,68.687566,80.50
908889082,20133546,14,30.22387591,120.25440205,0.000000072623051,1.360565000000000,0.115569523824659,68.687602,87.89
